# Per-machine timing baselines — DESIGN.md §6, ADR-0016.
#
# Tab-separated. Columns:
#
#   cpu       the CPU model, in the exact spelling `scripts/check-machine.sh`
#             prints and `harness.rs` reads back. STATUS.md open item 20 measured
#             that this is the key that works: two EPYC generations in one CI
#             pool differ 21% on `ring, one way` while either one holds to ~1%.
#   case      the case name passed to `Suite::bench`, exactly.
#   baseline  ns/op, the MEDIAN over `n` whole runs of the suite. Not one run:
#             the same box gives 267.2-335.7 for `ring, one way`.
#   margin    what this case is allowed to drift on THIS machine before it counts
#             as a regression. Smallest step of 1.10 / 1.15 / 1.20 / 1.25 / 1.30 /
#             1.35 that is >= the max/median measured over those `n` runs; 1.10 is
#             the floor. A margin off that ladder, or changed without a new `n`
#             and date beside it, is a hand-nudge and shows up as one in the diff.
#   n         how many whole suite runs the two numbers above came from.
#   date      when.
#   verdict   what `scripts/check-machine.sh` said for that run. A line whose
#             verdict does not say `fail 0` is NOT a publishable latency figure
#             — CLAUDE.md §2 non-negotiable 10 — and DESIGN.md §6 marks it so.
#             The pass COUNT is part of the record and not a constant: it was
#             `pass 10` until ADR-0021 split §9's isolation row in two, and a row
#             carrying the older count was measured against the older checklist.
#
# To add a machine: run `scripts/bench.sh` until check-machine.sh reads
# `fail 0`, then N >= 20 more times, and paste the medians. The harness
# prints a paste-ready line for every case it has no baseline for.
#
# Measure through `scripts/bench.sh`, not through the bench targets directly.
# `[measured 2026-08-31]` a baseline taken by running the four timing targets on
# their own put `encode ExecutionReport` over its limit on the first bench.sh run
# it met: bench.sh runs eight targets and the case is not measured in the same
# state. Leave a gap between runs, too -- back-to-back, the previous suite is
# still inside check-machine.sh's one-second window and the run reads 25-36% busy
# and disqualifies itself.
#
# The margin covers the widest excursion seen in ANY qualifying run on this
# machine, not just the sample the median came from. `ring, one way` never drew
# its second mode across these 24 runs, but earlier samples reached 336.3 ns; a
# margin fitted to this sample alone would sit below that and go red on a mode
# that is known, documented and not a regression.
#
# `[measured 2026-09-01]` THE PARAGRAPH THAT USED TO BE HERE WAS WRONG, and it is
# replaced rather than deleted so the correction is visible. It said that
# `inline deliver + reply` read 6.3-8.3 ns under the previous harness, that
# "about 5 of those 6.3 ns were the harness itself", and that the 1.3 ns reading
# was the honest one.
#
# The 1.3 ns was the optimiser deleting a 163-byte copy. `out` was written by
# every iteration and read by nobody, and only the returned Range escaped, so
# the stores were dead. Adding `black_box(&out)` -- at the SAME harness and the
# SAME default profile -- takes the case from 1.3 ns to 8.5. 163 bytes in 1.3 ns
# is 125 GB/s from one core, which was the thing to notice and nobody did.
#
# The old harness was not adding 5 ns. It was PREVENTING the elision, and its
# 6.3-8.3 ns range is the same range this file now records honestly.
#
# `[measured 2026-09-01]` 62 process draws: 7.7 ns and 8.5 ns in roughly equal
# numbers -- the per-process bimodality this file already documents -- plus two
# rare high draws, 13.5 and 19.3, which are not a stable mode and are NOT
# covered by the margin. A run drawing one will read OVER BASELINE about 3% of
# the time. Widening the margin to hide it would need 2.3x, which is a ceiling
# that sees nothing.
#
# Three cases carry a margin wider than the 1.10 floor, and it is not slop:
# `[measured 2026-08-31]` they are bimodal or trimodal PER PROCESS, so the
# harness's best-of-7 samples all land inside whichever mode that process drew.
# See docs/reference/measured-costs.md.
#
# cpu	case	baseline	margin	n	date	verdict
AMD Ryzen 7 3700X 8-Core Processor	parse NewOrderSingle (validated)	122.6	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	parse NewOrderSingle (no checks)	117.0	1.15	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	parse Heartbeat (validated)	57.3	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	encode ExecutionReport (template)	239.1	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	SendingTime from the cache	4.9	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	walk 1 group, 2 entries, 2 members	58.7	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	walk 4 levels, 61-tag member list	352.9	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	group_members contains, 61 tags	9.7	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	encode 1 group, 2 entries	108.4	1.10	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	inline deliver + reply	8.5	1.10	22	2026-09-01	pass 12 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	ring, one way	267.4	1.30	24	2026-08-31	pass 10 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	ring, round trip	515.7	1.20	24	2026-08-31	pass 10 fail 0 unknown 1

# `[measured 2026-08-31]` the four rows below were re-measured after
# [ADR-0021](../docs/decisions/ADR-0021-nohz-full-leaves-section-9.md) took
# `nohz_full` off the §9 kernel command line, and they moved ~10%: 470.9 -> 420.5,
# 500.3 -> 448.9, 2002.9 -> 1807.1, 8139.4 -> 7333.5. 24 qualifying runs of 25;
# the one that did not qualify was the FIRST after the reboot, with gnome-shell
# still at 29% of a core, which is worth knowing about any reboot.
#
# The other twelve rows keep their older figures and their `pass 10` verdict on
# purpose. Over the SAME 24 runs they moved -1.7% to +4.8%, which is inside their
# own spread and has no direction: `parse NewOrderSingle` -0.7%, `ring, one way`
# -1.7%, `encode 1 group` +4.8% (that case's own spread is 3.8%, and the sign is
# the wrong way round for anything systematic). Only the syscall-bound cases moved,
# and they moved together -- which is the prediction that was written down before
# the runs, and the thing that would have refuted the explanation if `parse` had
# moved with them.
# `[measured 2026-08-31]` the four `turn` cases below came from a sample of 26
# whole bench.sh runs of which 21 read `pass 10 fail 0`; the five that did not
# were discarded, and the largest single source of the disqualifications was the
# agent's own polling of the machine while the sample ran. They are the tightest
# cases in this file — max/median between 1.011 and 1.021, against 1.30 for
# `ring, one way` — so every margin is the ladder's floor.
AMD Ryzen 7 3700X 8-Core Processor	recv on a quiet socket	420.5	1.10	24	2026-08-31	pass 11 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	engine turn, 1 idle sessions	448.9	1.10	24	2026-08-31	pass 11 fail 0 unknown 1
AMD Ryzen 7 3700X 8-Core Processor	engine turn, 4 idle sessions	1807.1	1.10	24	2026-08-31	pass 11 fail 0 unknown 1
